Will the EU amend its Own Resources Decision to help finance the EU's proposed COVID-19 recovery package before 1 September 2021?,2021-04-23T17:00:14Z,2021-05-31T18:00:20Z,Yes,"['Yes', 'No']","['Finance', 'Economic Policy', 'Non-US Politics']",171,654,92,237,,https://www.gjopen.com/questions/1990-will-the-eu-amend-its-own-resources-decision-to-help-finance-the-eu-s-proposed-covid-19-recovery-package-before-1-september-2021
99186,2021-06-14T17:27:18Z,3,[91.0],[23.0],
55987,2021-06-14T15:45:29Z,7,[85.0],[0.0],
67403,2021-06-14T14:56:35Z,5,[100.0],[2.0],
55987,2021-06-01T15:19:51Z,6,[85.0],[0.0],
86490,2021-06-01T10:12:17Z,1,[100.0],[100.0],
100176,2021-06-01T08:36:37Z,1,[90.0],[90.0],
1333,2021-05-30T14:40:52Z,18,[50.0],[7.0],
94872,2021-05-30T01:24:30Z,10,[100.0],[20.0],
100273,2021-05-29T15:34:27Z,2,[51.0],[46.0],"Moving towards Yes. The plague from India will impact, before Fall."
81495,2021-05-29T05:18:40Z,5,[100.0],[11.0],thank mr hahn
81555,2021-05-29T00:14:19Z,1,[60.0],[60.0],
46762,2021-05-28T20:52:55Z,1,[100.0],[100.0],
1333,2021-05-28T12:35:35Z,17,[43.0],[-1.0],
58028,2021-05-28T12:14:51Z,7,[100.0],[12.0],According to @SE-Meyer last contribution this question has resolved.
94606,2021-05-28T10:59:35Z,6,[100.0],[40.0],
88452,2021-05-28T08:31:36Z,4,[100.0],[0.0],
94606,2021-05-27T20:23:20Z,5,[60.0],[-24.0],Some interesting pointers and useful datapoints from @Chrisp which have prompted me to reevaluate
55987,2021-05-27T15:30:35Z,5,[85.0],[-1.0],
100971,2021-05-27T13:30:55Z,1,[80.0],[80.0],
48168,2021-05-27T04:48:51Z,1,[81.0],[81.0],
94872,2021-05-26T22:28:26Z,9,[80.0],[-2.0],
64020,2021-05-26T15:13:20Z,2,[80.0],[0.0],THEY ARE INTENT ON A WIDE OPENING FOR SUMMER HOLIDAY.
1333,2021-05-26T14:00:54Z,16,[44.0],[1.0],
32267,2021-05-26T02:33:10Z,1,[87.0],[87.0],
3347,2021-05-26T00:19:18Z,1,[80.0],[80.0],
62808,2021-05-25T23:12:10Z,3,[100.0],[19.0],
78366,2021-05-25T21:31:29Z,1,[100.0],[100.0],
99843,2021-05-25T20:43:53Z,1,[66.0],[66.0],
91774,2021-05-25T19:54:16Z,1,[10.0],[10.0],The EU is not very good at making big changes.
