"Before 31 August 2019, will the weekly average contract interest rate for 30-year fixed-rate mortgages with conforming loan balances in the U.S. fall below 4.30%?",2019-05-17T16:00:35Z,2019-06-01T17:00:39Z,Yes,"['Yes', 'No']",['Finance'],99,654,63,237,,https://www.gjopen.com/questions/1201-before-31-august-2019-will-the-weekly-average-contract-interest-rate-for-30-year-fixed-rate-mortgages-with-conforming-loan-balances-in-the-u-s-fall-below-4-30
128,2019-06-05T01:31:01Z,7,[97.0],[2.0],
1333,2019-06-04T23:32:20Z,9,[95.0],[10.0],
62438,2019-06-04T20:16:20Z,1,[99.0],[99.0],
38446,2019-06-04T19:04:42Z,2,[99.0],[34.0],
38446,2019-06-04T18:58:51Z,1,[65.0],[65.0],
19801,2019-06-04T11:11:34Z,2,[98.0],[3.0],
73461,2019-06-04T04:50:39Z,1,[95.0],[95.0],Treasury yield has fallen; it is the best correlate with the weekly average contract interest rate for 30-year fixed-rate mortgages.
60100,2019-06-03T18:28:04Z,1,[100.0],[100.0],
33789,2019-06-03T14:57:39Z,1,[100.0],[100.0],
22833,2019-06-03T14:41:41Z,1,[100.0],[100.0],
67129,2019-06-03T11:13:39Z,4,[96.0],[9.0],"The 10-yr yield dropped further over the last weaks and as the correleation between the 10-year Treasury yield and the 30-year MBA contract rate is extremely high (actually higher than between 30yr gov/30-year MBA), this is a strong indication for a lower MBA contract rate early June."
1333,2019-06-01T19:10:16Z,8,[85.0],[10.0],
69257,2019-06-01T12:53:48Z,1,[25.0],[25.0],
5018,2019-06-01T02:25:30Z,1,[96.0],[96.0],
23006,2019-06-01T00:59:26Z,1,[60.0],[60.0],
14027,2019-05-31T21:21:47Z,3,[87.0],[4.0],
1333,2019-05-31T18:09:44Z,7,[75.0],[10.0],
67129,2019-05-31T12:56:23Z,3,[87.0],[6.0],
691,2019-05-31T12:18:20Z,6,[61.0],[10.0],
68386,2019-05-30T23:14:35Z,1,[99.0],[99.0],
33035,2019-05-30T11:49:17Z,1,[82.0],[82.0],
50412,2019-05-29T18:38:19Z,1,[95.0],[95.0],Total guess.
61938,2019-05-29T18:29:47Z,2,[65.0],[30.0],
14027,2019-05-29T14:06:38Z,2,[83.0],[8.0],
6978,2019-05-29T01:53:57Z,3,[100.0],[10.0],
11885,2019-05-28T20:43:52Z,1,[99.0],[99.0],
128,2019-05-28T20:27:29Z,6,[95.0],[5.0],
36132,2019-05-28T16:34:43Z,1,[100.0],[100.0],
