"Between 1 October 2018 and 30 September 2019, will an armed group from the Democratic Republic of Congo engage in a campaign that systematically kills 1,000 or more civilians in the Democratic Republic of Congo?",2018-09-28T23:00:46Z,2019-01-01T07:59:46Z,No,"['Yes', 'No']",['Security and Conflict'],83,654,36,237,"The EWP is asking forecasters to help provide early risk assessments to policy makers, NGOs, and other international actors about the systematic killing of civilians resulting in mass fatalities (Early Warning Project). This question is part of a series of quarterly questions (Good Judgment Inc). It will be suspended on 31 December 2018 and will be resolved in October 2019 after EWP assesses the situation in the Democratic Republic of the Congo from October 2018 to September 2019. Armed groups include but are not limited to state security forces, rebel armies, and other militias. Campaigns that systematically kill civilians include, but are not limited to, policies which intentionally kill civilians en masse (e.g., military strategies that intentionally target civilians, mass execution of a specific group) and policies that knowingly result in widespread death (e.g., mass starvation, confiscation of health care supplies, forced relocation). In general, unrelated executions of individuals or the accidental killing of civilians in war will not be considered a campaign to systematically kill civilians. If an armed group is engaged in multiple campaigns that systematically kill civilians (e.g., in different geographic areas, or targeted against separate civilian groups) those fatalities will be counted separately and the question will only resolve as yes if 1,000 civilian fatalities occur in one or more campaigns. See (Early Warning Project) for examples. See (GJOpen) for GJO's FAQ on forecasting questions like this.",https://www.gjopen.com/questions/1015-between-1-october-2018-and-30-september-2019-will-an-armed-group-from-the-democratic-republic-of-congo-engage-in-a-campaign-that-systematically-kills-1-000-or-more-civilians-in-the-democratic-republic-of-congo
27198,2018-12-31T23:10:08Z,1,[28.0],[28.0],
691,2018-12-31T12:41:11Z,19,[18.0],[2.0],
1333,2018-12-29T22:30:29Z,13,[20.0],[1.0],
63353,2018-12-28T14:38:37Z,1,[45.0],[45.0],
62808,2018-12-27T08:25:33Z,1,[40.0],[40.0],
691,2018-12-24T13:50:10Z,18,[16.0],[2.0],
705,2018-12-24T04:16:12Z,1,[18.0],[18.0],
1333,2018-12-23T19:14:31Z,12,[19.0],[1.0],
59016,2018-12-21T15:16:22Z,1,[25.0],[25.0],"For those who may be interested in a deeper dive, the Early Warning Project published a blogpost yesterday (just before the announcement of the election postponement to December 30): https://www.ushmm.org/confront-genocide/genocide-prevention-blog/atrocity-risk-in-congo-increases-as-elections-near"
34353,2018-12-20T15:44:17Z,3,[20.0],[12.0],
691,2018-12-20T13:13:39Z,17,[14.0],[0.0],
63698,2018-12-19T18:43:53Z,1,[10.0],[10.0],
1333,2018-12-17T20:57:22Z,11,[18.0],[1.0],
39572,2018-12-16T14:58:34Z,1,[0.0],[0.0],
691,2018-12-14T21:14:24Z,16,[14.0],[2.0],
6079,2018-12-13T18:26:27Z,1,[55.0],[55.0],
63498,2018-12-13T15:47:41Z,1,[36.0],[36.0],
1333,2018-12-11T19:12:38Z,10,[17.0],[1.0],
62421,2018-12-11T13:48:25Z,3,[46.0],[4.0],Updating forecast with the following points:
1333,2018-12-10T19:09:25Z,9,[16.0],[1.0],
62421,2018-12-10T18:25:23Z,2,[42.0],[34.0],Prior probability: EWP forecasts a 30.9% chance of a mass killing in the DRC in the next year (https://earlywarningproject.ushmm.org/countries/democratic-republic-of-congo). Thank you @RachelS for pointing out my previous forecast (https://www.gjopen.com/comments/comments/795765) used the probability of the Republic of Congo instead!
82,2018-12-10T18:20:35Z,9,[25.0],[5.0],
82,2018-12-09T17:32:54Z,8,[20.0],[5.0],
691,2018-12-09T13:42:09Z,15,[12.0],[4.0],
12591,2018-12-08T07:10:22Z,1,[25.0],[25.0],
82,2018-12-08T03:08:30Z,7,[15.0],[0.0],"The long-delayed elections are approaching, and although this is often portrayed as preventing further violence, it could trigger a new wave of clashes. The question pivots on whether one group will be motivated to target another. Given that the existing political and social conditions are ripe for conflict, large-scale violence can break-out suddenly and for seemingly minor reasons. If the outcome of elections is disputed, or leaves one or more party aggrieved, the approaching election could be one of these reasons, especially if there is perception of fraud."
82,2018-12-08T03:00:38Z,6,[15.0],[5.0],.
63213,2018-12-07T20:05:46Z,2,[85.0],[0.0],"There are 70 to 80 armed groups in the DRC more than 4 million people are displaced fleeing violence. The irrational and fanatic ethnic hatred between Hutu and Tutsi has spilled over into DRC from Rwanda. The most likely culprit in a mass slaughter would be the M23, Tutsis with some financial backing from the Rwandan govt. who are now essentially separatists. Despite the presence of U.N. peacekeepers (roughly 15,000)...The FDA (Force Democratique Aliees an Ugandan militia who claim that they want an African 'Islamic State' have engaged in mass killings in an efficient militaristic fashion. They killed several U.N. peacekeepers last month. Weak leadership; old ethnic rivalries, a history of violence, opportunistic warlords and terrorist leaders flowing into the Congo. A bad recipe."
